"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.276830583E0,3.579057312E-1,8.657995605E-1,1.068972061E1,1.073069579E1
2.286778583E0,4.730163574E-1,9.141490173E-1,1.009455826E1,1.014689703E1
2.296725583E0,5.400769043E-1,9.720785522E-1,9.501491547E0,9.566345247E0
2.306673583E0,5.545967102E-1,1.026116180E0,8.959768066E0,9.035371366E0
2.316620583E0,4.837939453E-1,1.089284821E0,8.616232452E0,8.698279121E0
2.326568583E0,3.263214111E-1,1.151854706E0,8.625213776E0,8.707902595E0
2.336515583E0,1.558259583E-1,1.219514008E0,8.863667908E0,8.948525293E0
2.346463583E0,-6.885681152E-3,1.276395721E0,9.227860565E0,9.315720265E0
2.356410583E0,-1.457968140E-1,1.367406464E0,9.538314972E0,9.636934661E0
2.366358583E0,-1.865121460E-1,1.440903625E0,9.657766571E0,9.766444859E0
2.376305583E0,-1.839674377E-1,1.515598297E0,9.533075867E0,9.654554246E0
2.386253583E0,-2.383044434E-1,1.626817017E0,9.253906403E0,9.398835370E0
2.396200583E0,-3.007246399E-1,1.672771454E0,8.912167053E0,9.072779135E0
2.406148583E0,-3.293151855E-1,1.649270325E0,8.696914673E0,8.858039621E0
2.416095583E0,-3.112028503E-1,1.652114410E0,8.596024475E0,8.758879267E0
2.426043583E0,-2.398013306E-1,1.702409821E0,8.590785370E0,8.761124194E0
2.435990583E0,-2.275268555E-1,1.774709473E0,8.696465607E0,8.878619050E0
2.445938583E0,-2.519261169E-1,1.849853210E0,8.853040009E0,9.047747845E0
2.455885583E0,-2.320175171E-1,1.950294342E0,8.952732697E0,9.165637069E0
2.465833583E0,-2.154020691E-1,2.043251038E0,9.010213165E0,9.241494151E0
2.475780583E0,-1.800755310E-1,2.114652557E0,8.963360596E0,9.211189706E0
2.485728583E0,-9.250762939E-2,2.176024933E0,8.843010864E0,9.107276394E0
2.495675583E0,5.418731689E-2,2.214195557E0,8.749006348E0,9.025004726E0
2.505623583E0,2.317181396E-1,2.230361938E0,8.745264130E0,9.028169935E0
2.515570583E0,3.357518005E-1,2.227817230E0,8.841663666E0,9.124193951E0
2.525518583E0,4.337979126E-1,2.214794312E0,8.942254486E0,9.222657413E0
2.535465583E0,5.679190063E-1,2.284249878E0,9.034762115E0,9.336340610E0
2.545413583E0,6.345304871E-1,2.347867584E0,9.074130249E0,9.394410621E0
2.555360583E0,6.435118103E-1,2.421215057E0,9.092991028E0,9.431801293E0
2.565308583E0,5.968089294E-1,2.479294281E0,9.078920288E0,9.430263762E0
2.575255583E0,4.426295471E-1,2.473755798E0,9.102122040E0,9.442669871E0
2.585203583E0,3.258723450E-1,2.524799652E0,9.200317841E0,9.546028202E0
2.595150583E0,2.757266235E-1,2.637215881E0,9.227860565E0,9.601267801E0
2.605098583E0,2.742297363E-1,2.706671448E0,9.198371887E0,9.592253002E0
2.615045583E0,2.812651062E-1,2.732717285E0,9.170978851E0,9.573594253E0
2.624993583E0,1.824705505E-1,2.803370361E0,9.132957916E0,9.555265626E0
2.634940583E0,1.508862305E-1,2.904559937E0,9.119186554E0,9.571770917E0
2.644888583E0,2.194436646E-1,2.987188110E0,9.202114105E0,9.677311214E0
2.654835583E0,2.668949890E-1,3.002456360E0,9.307944031E0,9.783854006E0
2.664783583E0,3.321592712E-1,2.996319122E0,9.502090302E0,9.968850393E0
2.674730583E0,2.835104370E-1,2.945874023E0,9.801617432E0,1.023866477E1
2.684678583E0,2.133064270E-1,2.890489197E0,1.015563126E1,1.056112085E1
2.694625583E0,2.336640930E-1,2.867137756E0,1.042162811E1,1.081135562E1
2.704573583E0,2.703378296E-1,2.739004211E0,1.064152084E1,1.099168743E1
2.714520583E0,3.279679871E-1,2.599344635E0,1.067235672E1,1.098923808E1
2.724468583E0,4.830455017E-1,2.534978485E0,1.056128769E1,1.087199368E1
2.734415583E0,6.899153137E-1,2.551893311E0,1.033450928E1,1.066725010E1
2.744363583E0,8.716374207E-1,2.578837280E0,1.007749374E1,1.043867969E1
2.754310583E0,9.783654785E-1,2.598895569E0,1.001941452E1,1.039712097E1
2.764258250E0,9.136999512E-1,2.517315216E0,1.021341110E1,1.055866894E1
2.774205250E0,7.285350037E-1,2.379900970E0,1.051039352E1,1.080106772E1
2.784153250E0,6.653663635E-1,2.290087738E0,1.079704742E1,1.105728029E1
2.794100250E0,6.764433289E-1,2.177222443E0,1.110151428E1,1.133320310E1
2.804048250E0,6.568341064E-1,2.016756134E0,1.127784760E1,1.147556459E1
2.813995250E0,6.280938721E-1,1.762584686E0,1.127021347E1,1.142448766E1
2.823943250E0,7.053332520E-1,1.516496429E0,1.109627518E1,1.122161215E1
2.833890250E0,7.905061340E-1,1.281335449E0,1.089195007E1,1.099551258E1
2.843838250E0,8.434959412E-1,1.064735870E0,1.072070618E1,1.080641887E1
2.853785250E0,8.452922058E-1,8.580157471E-1,1.056952057E1,1.063792625E1
2.863733250E0,8.810678101E-1,6.638694763E-1,1.055440201E1,1.061189921E1
2.873680250E0,1.050066376E0,5.192701721E-1,1.066981201E1,1.073392609E1
2.883628250E0,1.298849030E0,4.995112610E-1,1.066756668E1,1.075795051E1
2.893575250E0,1.614692230E0,5.596861267E-1,1.053045181E1,1.066821892E1
2.903523250E0,1.865869904E0,6.267466736E-1,1.018467087E1,1.037312887E1
2.913471250E0,1.996248779E0,6.758445740E-1,9.741891632E0,9.967257780E0
2.923418250E0,2.116897888E0,7.846682739E-1,9.264384613E0,9.535501205E0
2.933365250E0,2.190993805E0,9.243278503E-1,8.813671875E0,9.128836057E0
2.943313250E0,2.235601044E0,1.093476105E0,8.507109375E0,8.863662445E0
2.953260250E0,2.257006531E0,1.232686615E0,8.363707581E0,8.750154242E0
2.963208250E0,2.270179138E0,1.342857513E0,8.401129761E0,8.805450635E0
2.973155250E0,2.212998047E0,1.356329498E0,8.532107391E0,8.918175071E0
2.983103250E0,2.073188782E0,1.286275177E0,8.733438721E0,9.067831463E0
2.993050250E0,1.898502045E0,1.243464203E0,8.860823822E0,9.146841643E0
3.002998250E0,1.634301453E0,1.209035797E0,8.978479156E0,9.205748028E0
3.012946250E0,1.232836304E0,1.175355835E0,9.132957916E0,9.290439548E0
3.022893250E0,8.653504944E-1,1.135388947E0,9.281449127E0,9.390593029E0
3.032841250E0,6.968009949E-1,1.111588440E0,9.380093994E0,9.471395031E0
3.042788250E0,7.039860535E-1,1.124461670E0,9.429042206E0,9.521914058E0
3.052736250E0,7.393125916E-1,1.139580231E0,9.459578705E0,9.556613181E0
3.062683250E0,7.168592834E-1,1.152154083E0,9.518705750E0,9.614941779E0
3.072631250E0,6.905140686E-1,1.175655212E0,9.420509949E0,9.518664956E0
3.082578250E0,7.189549255E-1,1.187779999E0,9.285041656E0,9.388275458E0
3.092526250E0,7.454498291E-1,1.231040039E0,9.181606750E0,9.293710645E0
3.102473250E0,7.927514648E-1,1.303190002E0,9.130862274E0,9.257397309E0
3.112421250E0,8.587641907E-1,1.359922028E0,9.028624878E0,9.170765019E0
3.122368250E0,8.099656677E-1,1.449735260E0,8.939709778E0,9.092644699E0
3.132316250E0,6.755451965E-1,1.526675262E0,8.872948608E0,9.028638639E0
3.142263250E0,5.890251160E-1,1.740281067E0,8.662785645E0,8.855471975E0
3.152211250E0,4.760101318E-1,1.971250763E0,8.422684937E0,8.663373290E0
3.162158250E0,4.878355408E-1,2.087109833E0,8.195906525E0,8.471534379E0
3.172106250E0,5.974076843E-1,2.118993530E0,8.023764496E0,8.320326088E0
3.182053250E0,6.234535217E-1,2.067949677E0,8.065527649E0,8.349721338E0
3.192001250E0,6.168672180E-1,2.036515045E0,8.161627808E0,8.434458321E0
3.201948250E0,6.792874146E-1,2.036365356E0,8.235424347E0,8.510606878E0
3.211896250E0,7.403604126E-1,2.061213684E0,8.293204193E0,8.577527102E0
3.221843250E0,6.870712280E-1,2.124532013E0,8.405919800E0,8.697424379E0
3.231791250E0,6.225553894E-1,2.157613220E0,8.616382141E0,8.904207501E0
3.241738250E0,5.457650757E-1,2.179467773E0,8.862470398E0,9.142828930E0
3.251686250E0,3.571572876E-1,2.163750458E0,9.145831146E0,9.405083983E0
